imone,savivaldybe,adresas,tipas,kaina,data
Viada,Šiaulių r. sav.,"Kužiai, Draugystės g. 2",95 benzinas,1.769,2026-04-20
Viada,Šilalės r. sav.,Kuodaičių k.,95 benzinas,1.769,2026-04-20
Viada,Šilutės r. sav.,"Šilutė, Tilžės g. 59",95 benzinas,1.759,2026-04-20
Viada,Širvintų r. sav.,"Širvintos, Plento g. 4",95 benzinas,1.699,2026-04-20
Viada,Švenčionių r. sav.,"Švenčionys, Vilniaus g. 50A",95 benzinas,1.769,2026-04-20
Viada,Švenčionių r. sav.,"Kaltanėnai, Utenos g. 1",95 benzinas,1.769,2026-04-20
Viada,Švenčionių r. sav.,"Pabradė, Vilniaus g. 116B",95 benzinas,1.769,2026-04-20
Viada,Švenčionių r. sav.,"Švenčionėliai, Žemutinė g. 51A",95 benzinas,1.769,2026-04-20
Viada,Tauragės r. sav.,"Tauragė, Dariaus ir Girėno g. 138A",95 benzinas,1.679,2026-04-20
Viada,Tauragės r. sav.,"Tauragė, Pramonės g. 1",95 benzinas,1.679,2026-04-20
Viada,Telšių r. sav.,"Telšiai, Pramonės g. 2A",95 benzinas,1.739,2026-04-20
Viada,Trakų r. sav.,"Aukštųjų Semeniukų k., Logistikos g. 9",95 benzinas,1.769,2026-04-20
Viada,Ukmergės r. sav.,"Ukmergė, Žiedo g. 15",95 benzinas,1.699,2026-04-20
Viada,Ukmergės r. sav.,"Dukstynos k., Vytauto g. 131",95 benzinas,1.769,2026-04-20
Viada,Ukmergės r. sav.,"Šventupės k., Beržų g. 13",95 benzinas,1.769,2026-04-20
Viada,Utenos r. sav.,"Utena, Metalo g. 8",95 benzinas,1.719,2026-04-20
Viada,Utenos r. sav.,"Utena, Pramonės g. 23",95 benzinas,1.719,2026-04-20
Viada,Utenos r. sav.,"Gedimino k., Vyturio g. 2",95 benzinas,1.719,2026-04-20
Viada,Varėnos r. sav.,"Valkininkai, Vilniaus g. 6",95 benzinas,1.769,2026-04-20
Viada,Elektrėnų sav.,"Vievis, Kauno g. 26A",95 benzinas,1.769,2026-04-20
Viada,Vilkaviškio r. sav.,"Vilkaviškis, Vytauto g. 105",95 benzinas,1.769,2026-04-20
Viada,Vilniaus r. sav.,"Avižienių k., Ožiarūčių g. 1a",95 benzinas,1.769,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Ateities g. 17B",95 benzinas,1.679,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Dariaus ir Girėno g. 30A",95 benzinas,1.739,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Gariūnų g. 16A",95 benzinas,1.699,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Grigiškės, Kovo 11-osios g. 75",95 benzinas,1.769,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Justiniškių g. 12",95 benzinas,1.699,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Kirtimų g. 29",95 benzinas,1.769,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Laisvės pr. 8",95 benzinas,1.769,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Liepkalnio g. 128A",95 benzinas,1.769,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Naugarduko g. 74",95 benzinas,1.769,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Nemenčinės pl. 5",95 benzinas,1.769,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Olandų g. 57",95 benzinas,1.769,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Ozo g. 12",95 benzinas,1.769,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Pilaitės pr. 13",95 benzinas,1.739,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Pilaitės pr. 28",95 benzinas,1.739,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Saltoniškių g. 12",95 benzinas,1.699,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Sodų g. 22",95 benzinas,1.699,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Verkių g. 52",95 benzinas,1.719,2026-04-20
Viada,Vilniaus m. sav.,"Vilnius, Vilkpėdės g. 2",95 benzinas,1.689,2026-04-20
Viada,Visagino sav.,"Visaginas, Statybininkų g. 1",95 benzinas,1.699,2026-04-20
Viada,Visagino sav.,"Visaginas, Taikos pr. 23B",95 benzinas,1.699,2026-04-20
Viada,Zarasų r. sav.,Juodalaukių k. 2,95 benzinas,1.769,2026-04-20
Autograndas,Visagino sav.,Taikos pr. 47,95 benzinas,1.698,2026-04-20
Nostrada (RV Transport),Kalvarijos sav.,Kazlavo km. 4 Kalvarijos sav.,95 benzinas,1.64,2026-04-20
Skulas,Alytaus r. sav.,"Simnas, Alytaus g. 48",95 benzinas,1.69,2026-04-20
Skulas,Alytaus r. sav.,"Likiškėlių k., Kalninės g. 5",95 benzinas,1.69,2026-04-20
Skulas,Kauno m. sav.,"Kaunas, Ašigalio g. 1 A",95 benzinas,1.689,2026-04-20
Skulas,Kauno m. sav.,"Kaunas, Marvelės g. 106 D",95 benzinas,1.689,2026-04-20
Skulas,Kauno r. sav.,"Virbališkių k., Verslo g. 2",95 benzinas,1.69,2026-04-20
Skulas,Pasvalio r. sav.,"Pasvalys, Mūšos g. 2 E",95 benzinas,1.69,2026-04-20
Skulas,Vilniaus m. sav.,"Vilnius, J.Kazlausko g. 34",95 benzinas,1.649,2026-04-20
Deliuvis,Panevėžio m. sav.,"Pušaloto g. 140, Panevėžys",95 benzinas,1.659,2026-04-20
Deliuvis,Panevėžio m. sav.,"G.Petkevičaitės-Bitės 35C, Panevėžys",95 benzinas,1.659,2026-04-20
Deliuvis,Panevėžio m. sav.,"S.Kerbedžio 2, Panevėžys",95 benzinas,1.659,2026-04-20
Velseka,Kupiškio r. sav.,"Panevėžio g. 5, Kupiškis",95 benzinas,1.659,2026-04-20
Pakelės namai,Pasvalio r. sav.,"Liepų g. 4, Škilinpamūšio k.",95 benzinas,1.79,2026-04-20
Pakelės namai,Pasvalio r. sav.,"Pasienio g. 10, Škilinpamūšio k.",95 benzinas,1.79,2026-04-20
Tumasa,Mažeikių r. sav.,"Židikai, Mažeikiu g. 10",95 benzinas,1.79,2026-04-20
Madalva,Tauragės r. sav.,"Žygaičių k., Žygaičių g.2",95 benzinas,1.64,2026-04-20
Prie Luksto,Telšių r. sav.,"Telšiai, Masčio g. 21",95 benzinas,1.735,2026-04-20
Boost Petrol,Šiaulių r. sav.,"Ginkūnų k., Aušros g. 26",95 benzinas,1.729,2026-04-20
Boost Petrol,Kelmės r. sav.,"Kęstučio g. 1B, Kelmė",95 benzinas,1.749,2026-04-20
Boost Petrol,Kelmės r. sav.,"Kuršukų k., Plento g. 1",95 benzinas,1.759,2026-04-20
Boost Petrol,Kauno m. sav.,"Marvelės g. 132, Kaunas",95 benzinas,1.749,2026-04-20
Boost Petrol,Elektrėnų sav.,Dubijos g. 36,95 benzinas,1.759,2026-04-20
Boost Petrol,Molėtų r. sav.,Smėlinkos k.,95 benzinas,1.67,2026-04-20
Boost Petrol,Utenos r. sav.,"Zarasų g. 9, Utena",95 benzinas,1.689,2026-04-20
Boost Petrol,Kelmės r. sav.,"Maironių k., Kuršių g. 2",95 benzinas,1.67,2026-04-20
Stateta,Marijampolės sav.,Kantališkių k.,95 benzinas,1.654,2026-04-20
Stateta,Vilniaus m. sav.,"Ukmergės g. 246, Vilnius",95 benzinas,1.654,2026-04-20
Stateta,Alytaus r. sav.,Alytaus k.,95 benzinas,1.654,2026-04-20
Stateta,Alytaus r. sav.,"Kauno g.1, Miklusėnai",95 benzinas,1.654,2026-04-20
Stateta,Alytaus r. sav.,Kaniukų k.,95 benzinas,1.654,2026-04-20
Stateta,Prienų r. sav.,Gustaičių k.,95 benzinas,1.654,2026-04-20
Stateta,Kauno r. sav.,"Erdvės g. 78, Ramučių k.",95 benzinas,1.654,2026-04-20
Stateta,Panevėžio r. sav.,"Žemdirbių g. 15, Paliūniškio k.",95 benzinas,1.647,2026-04-20
Stateta,Kupiškio r. sav.,"Panevėžio g. 9, Kupiškis",95 benzinas,1.647,2026-04-20
Stateta,Kalvarijos sav.,"Turgaus g. 4, Kreivukė",95 benzinas,1.654,2026-04-20
Stateta,Klaipėdos m. sav.,"Minijos g. 90, Klaipėda",95 benzinas,1.647,2026-04-20
Stateta,Utenos r. sav.,"Palangos g. 66, Utena",95 benzinas,1.654,2026-04-20
Emsi,Alytaus m. sav.,"Ūdrijos g.2, Alytus",95 benzinas,1.66,2026-04-20
Emsi,Raseinių r. sav.,"Žemaičių g. 34, Ariogala",95 benzinas,1.699,2026-04-20
Emsi,Kauno m. sav.,"Ateities pl.40B, Kaunas",95 benzinas,1.699,2026-04-20
Emsi,Biržų r. sav.,"Jaunimo g.2a, Biržai",95 benzinas,1.679,2026-04-20
Emsi,Vilniaus r. sav.,Bukiškio k. Ukmergės g.437,95 benzinas,1.679,2026-04-20
Emsi,Kauno m. sav.,"Draugystės g.8B, Kaunas",95 benzinas,1.689,2026-04-20
Emsi,Vilniaus m. sav.,"Vilnius, Spyglių g. 2",95 benzinas,1.679,2026-04-20
Emsi,Kauno r. sav.,"Ilgakiemio k., Kauno g.25",95 benzinas,1.699,2026-04-20
Emsi,Vilniaus m. sav.,"Jeruzalės 2, Vilnius",95 benzinas,1.679,2026-04-20
Emsi,Jonavos r. sav.,"Vasario 16-osios g.70, Jonava",95 benzinas,1.699,2026-04-20
Emsi,Klaipėdos r. sav.,"Durpyno 63, Jonušų k.",95 benzinas,1.699,2026-04-20
Emsi,Kėdainių r. sav.,"Juodgirio k.1,",95 benzinas,1.699,2026-04-20
Emsi,Klaipėdos r. sav.,Medelyno g.126 Kalotės k.,95 benzinas,1.69,2026-04-20
Emsi,Vilniaus m. sav.,"Kareivių g. 4, Vilnius",95 benzinas,1.679,2026-04-20
Emsi,Kauno m. sav.,"Jonavos g. 292B, Kaunas",95 benzinas,1.689,2026-04-20
Emsi,Vilniaus m. sav.,"Kirtimų g. 33, Vilnius",95 benzinas,1.679,2026-04-20
Emsi,Vilniaus m. sav.,"Laisvės pr. 80B, Vilnius",95 benzinas,1.679,2026-04-20
Emsi,Lazdijų r. sav.,"Lazdijų sen., Janaslavo k.11",95 benzinas,1.669,2026-04-20
Emsi,Trakų r. sav.,"Sodų g.3A, Lentvaris",95 benzinas,1.67,2026-04-20
Emsi,Vilniaus m. sav.,"Liepkalnio g.112A, Vilnius",95 benzinas,1.679,2026-04-20
Emsi,Kauno m. sav.,"Liuksemburgo aklg. 27, Kaunas",95 benzinas,1.669,2026-04-20
Emsi,Vilniaus r. sav.,"Mokyklos g. 26, Maišiagalos mstl.",95 benzinas,1.699,2026-04-20
Emsi,Marijampolės sav.,"Stoties g. 6B, Marijampolė",95 benzinas,1.659,2026-04-20
Emsi,Kauno m. sav.,"Masiulio g.16C, Kaunas",95 benzinas,1.679,2026-04-20
Emsi,Kauno r. sav.,"Marijampolės g. 58, Mastaičių k.",95 benzinas,1.699,2026-04-20
Emsi,Vilniaus r. sav.,"Medininkų k., Pasieniečių g.10",95 benzinas,1.799,2026-04-20
Emsi,Klaipėdos m. sav.,"Minijos g.154A, Klaipėda",95 benzinas,1.68,2026-04-20
Emsi,Kauno m. sav.,"Savanorių pr.402A, Kaunas",95 benzinas,1.699,2026-04-20
Emsi,Vilniaus r. sav.,"Taikos g.1, Kreivalaužių k.",95 benzinas,1.67,2026-04-20
Emsi,Panevėžio m. sav.,"Nemuno g.79A, Panevėžys",95 benzinas,1.669,2026-04-20
Emsi,Kauno m. sav.,"Palemono g. 3A, Kaunas",95 benzinas,1.67,2026-04-20
Emsi,Pasvalio r. sav.,"Pasvalys, Taikos g.24",95 benzinas,1.699,2026-04-20
Emsi,Kaišiadorių r. sav.,"Paukštininkų g.4a, Kaišiadorys",95 benzinas,1.699,2026-04-20
Emsi,Marijampolės sav.,"Kauno g.165, Pietarių k.",95 benzinas,1.669,2026-04-20
Emsi,Vilniaus m. sav.,"Pajautos g. 31, Vilnius (Pilaitė)",95 benzinas,1.669,2026-04-20
Emsi,Radviliškio r. sav.,"Miško g.62, Radviliškis",95 benzinas,1.689,2026-04-20
Emsi,Panevėžio r. sav.,"Ramygalos g.186A, Panevėžys",95 benzinas,1.669,2026-04-20
Emsi,Raseinių r. sav.,Raščių k. 1A,95 benzinas,1.679,2026-04-20
Emsi,Trakų r. sav.,Sausių g.2 Sausių k..,95 benzinas,1.65,2026-04-20
Emsi,Vilniaus m. sav.,"Savanorių 225, Vilnius",95 benzinas,1.679,2026-04-20
Emsi,Pasvalio r. sav.,"Sereikonių k., Baltijos kelio g.2",95 benzinas,1.699,2026-04-20
Emsi,Šiaulių m. sav.,"Sembos g.5, Šiauliai",95 benzinas,1.699,2026-04-20
Emsi,Panevėžio r. sav.,"Šilagalio k., Panevėžio aplinkl.12",95 benzinas,1.679,2026-04-20
Emsi,Šilutės r. sav.,"Gluosnių g.4A, Šilutė",95 benzinas,1.67,2026-04-20
Emsi,Marijampolės sav.,"Skaisčiūnų k., Europos g.11",95 benzinas,1.669,2026-04-20
Emsi,Klaipėdos m. sav.,"Taikos pr.124, Klaipėda",95 benzinas,1.67,2026-04-20
Emsi,Vilniaus m. sav.,"Gunkliškių g.2F, Vilnius",95 benzinas,1.679,2026-04-20
Emsi,Kauno r. sav.,"Vandžiogalos pl.86A, Kaunas",95 benzinas,1.69,2026-04-20
Emsi,Vilkaviškio r. sav.,"S.Nėries g.38, Vilkaviškis",95 benzinas,1.699,2026-04-20
Emsi,Kauno r. sav.,"Žemaitkiemis, Stasio Krasausko g. 21",95 benzinas,1.679,2026-04-20
Saurida,Akmenės r. sav.,Naujoji Akmenė V. Kudirkos 18A,95 benzinas,1.72,2026-04-20
Saurida,Akmenės r. sav.,Akmenės I kaimas Plento g. 1,95 benzinas,1.72,2026-04-20
Saurida,Akmenės r. sav.,Pašakarnių km. Pašakarnių g. 1,95 benzinas,1.72,2026-04-20
Saurida,Šiaulių m. sav.,Šiauliai Vilniaus g. 373A,95 benzinas,1.71,2026-04-20
Saurida,Šiaulių m. sav.,Šiauliai Pramonės g. 7C,95 benzinas,1.71,2026-04-20
Saurida,Radviliškio r. sav.,Radviliškis Gedimino g. 50C,95 benzinas,1.72,2026-04-20
Saurida,Radviliškio r. sav.,Velžių km .Radviliškio plentas 2,95 benzinas,1.72,2026-04-20
Saurida,Skuodo r. sav.,Skuodas Vytauto g. 20,95 benzinas,1.69,2026-04-20
Saurida,Klaipėdos r. sav.,Klaipėda Jūrininkų pr. 29,95 benzinas,1.67,2026-04-20
Saurida,Šilalės r. sav.,Šilalė Rytinio kelio g. 19,95 benzinas,1.72,2026-04-20
Saurida,Jurbarko r. sav.,Pašvenčio km.,95 benzinas,1.7,2026-04-20
Saurida,Kalvarijos sav.,Kušliškių km. Suvalkijos g. 15,95 benzinas,1.72,2026-04-20
Saurida,Marijampolės sav.,Marijampolė Statybininkų g. 8,95 benzinas,1.72,2026-04-20
Saurida,Alytaus m. sav.,Alytus Miškininkų g. 7,95 benzinas,1.7,2026-04-20
Saurida,Alytaus m. sav.,Alytus Pramonės g. 5,95 benzinas,1.7,2026-04-20
Saurida,Lazdijų r. sav.,Panarvės km.,95 benzinas,1.72,2026-04-20
Saurida,Prienų r. sav.,Ignacavos km. Kauno pl. 18,95 benzinas,1.7,2026-04-20
Saurida,Kauno r. sav.,Domeikava Muitinės g. 2,95 benzinas,1.74,2026-04-20
Saurida,Kauno m. sav.,Kaunas Garažų g. 20,95 benzinas,1.7,2026-04-20
Saurida,Kauno r. sav.,Babtai Vandžiogalos g. 3,95 benzinas,1.73,2026-04-20
Saurida,Kaišiadorių r. sav.,Rumšiškės Lekavičiaus g. 71,95 benzinas,1.74,2026-04-20
Saurida,Šakių r. sav.,Lėkėčių km. Šakių g. 3,95 benzinas,1.7,2026-04-20
Saurida,Prienų r. sav.,Mauručiai Liepų g. 20,95 benzinas,1.74,2026-04-20
Saurida,Ukmergės r. sav.,Ukmergė Kareivinių g. 64,95 benzinas,1.68,2026-04-20
Saurida,Ukmergės r. sav.,Ukmergė Vilniaus g. 122,95 benzinas,1.68,2026-04-20
Saurida,Ukmergės r. sav.,Pageležių km.,95 benzinas,1.72,2026-04-20
Saurida,Vilniaus r. sav.,Čekoniškių km,95 benzinas,1.72,2026-04-20
Saurida,Vilniaus r. sav.,Zujūnai Buivydiškių g. 1A,95 benzinas,1.7,2026-04-20
Saurida,Visagino sav.,Visaginas Kosmoso g. 1,95 benzinas,1.7,2026-04-20
Saurida,Vilniaus m. sav.,"Vilnius, Jankiškių g. 43a",95 benzinas,1.7,2026-04-20
Virši,Marijampolės sav.,"L.Taunio g. 3, Pasūduonės km.",95 benzinas,1.684,2026-04-20
Pynauja,Šilalės r. sav.,"Dvaro g.1, Papynaujo k.,Kvėdarna",95 benzinas,1.74,2026-04-20
GM Circle K,Šakių r. sav.,"Kauno g. 68, Girėnų k.",95 benzinas,1.787,2026-04-20
GM Circle K,Jurbarko r. sav.,"Muitinės g. 34A, Jurbarkas",95 benzinas,1.787,2026-04-20
Žibalas,Jonavos r. sav.,"Jonava, Taurostos g. 16a",95 benzinas,1.75,2026-04-20
Gazimpeksas,Rietavo sav.,"Tverai, Rietavo g. 32",95 benzinas,1.71,2026-04-20
Skaistčio ŽŪB,Joniškio r. sav.,"Skaistgirys, Liepų g.22",95 benzinas,1.69,2026-04-20
Antivis,Kelmės r. sav.,"Tytuvėnai, Žemaitės g.14",95 benzinas,1.79,2026-04-20
Degta,Elektrėnų sav.,"Vievis, Kauno g. 55A",95 benzinas,1.769,2026-04-20
Degta,Anykščių r. sav.,"Anykščiai, Vienuolio g. 34A",95 benzinas,1.639,2026-04-20
Degta,Rokiškio r. sav.,"Rokiškis, Respublikos g.113B,",95 benzinas,1.709,2026-04-20
Junasa,Šiaulių m. sav.,Žemaitės g. 131c,95 benzinas,1.679,2026-04-20
Junasa,Šiaulių m. sav.,Bačiūnų g. 12a,95 benzinas,1.679,2026-04-20
Junasa,Šiaulių r. sav.,"M. Katiliškio g. 50, Gruzdžiai",95 benzinas,1.699,2026-04-20
VVARFF (Circle K),Plungės r. sav.,"Pramogų g. 4, Truikių k.",95 benzinas,1.769,2026-04-20
Regusa,Kazlų Rūdos sav.,"Medelyno g. 4A, Jūrės k.",95 benzinas,1.69,2026-04-20
Regusa,Marijampolės sav.,"Sodo g. 11, Gavaltuvos k.",95 benzinas,1.69,2026-04-20
Regusa,Vilkaviškio r. sav.,"J. Basanavičiaus g. 45A, Kybartai",95 benzinas,1.72,2026-04-20
Regusa,Kazlų Rūdos sav.,"S. Daukanto g. 19D, Kazlų Rūda",95 benzinas,1.69,2026-04-20
Regusa,Kauno m. sav.,"Marijampolės pl. 20, Kaunas",95 benzinas,1.68,2026-04-20
Plungės lagūna (Circle K),Rietavo sav.,"Plungės g. 32, Rietavas",95 benzinas,1.789,2026-04-20
Propano ir butano dujų centras,Ignalinos r. sav.,"Švenčionių 35, Ignalina",95 benzinas,1.789,2026-04-20
Propano ir butano dujų centras,Švenčionių r. sav.,"Aukštaičių g. 2a, Cirkliškio k.",95 benzinas,1.749,2026-04-20
Adukesta,Klaipėdos r. sav.,"Laisvės g. 50, Maciuičių k.",95 benzinas,1.69,2026-04-20
Melkasta,Lazdijų r. sav.,"Kalvelių k., Lazdijų pl. 29",95 benzinas,1.71,2026-04-20
Melkasta,Vilkaviškio r. sav.,Gulbiniškių k. 7,95 benzinas,1.69,2026-04-20
Melkasta,Lazdijų r. sav.,"Seirijų mstl., Algirdo g. 35A",95 benzinas,1.71,2026-04-20
Eu Verslas,Mažeikių r. sav.,"Viekšnių g. 24, Mažeikiai",95 benzinas,1.679,2026-04-20
Eu Verslas,Plungės r. sav.,"Telšių g. 127, Jovaišiškės k.",95 benzinas,1.679,2026-04-20
Eu Verslas,Plungės r. sav.,"Stoties g. 7C, Plungė",95 benzinas,1.7,2026-04-20
Eu Verslas,Plungės r. sav.,"Rietavo g. 107, Pakerų k.",95 benzinas,1.699,2026-04-20
Šventosios investicijos,Palangos m. sav.,Elijos g.26 Palanga (Šventoji),95 benzinas,1.759,2026-04-20
Atsiauta,Šiaulių r. sav.,"Vytauto 80, Kuršėnai",95 benzinas,1.75,2026-04-20
S.Savicko įmonė (Circle K),Kėdainių r. sav.,"J.Basanavičiaus g. 103, Kėdainiai",95 benzinas,1.699,2026-04-20
S.Savicko įmonė,Kėdainių r. sav.,"Šėtos g. 120 , Kėdainiai",95 benzinas,1.689,2026-04-20
S.Savicko įmonė,Kėdainių r. sav.,"Dariaus ir Girėno 23 A, Kėdainiai",95 benzinas,1.689,2026-04-20
S.Savicko įmonė,Kėdainių r. sav.,"Gedimino g. 50 , Kėdainiai",95 benzinas,1.689,2026-04-20
S.Savicko įmonė,Kėdainių r. sav.,"Vandžiogalos g 29,Saviečių k.",95 benzinas,1.689,2026-04-20
Lašų ŽŪB,Rokiškio r. sav.,"Vytėnų vs 9, Vytėnai",95 benzinas,1.72,2026-04-20
Littaura,Tauragės r. sav.,"Pramonės g. 6, Tauragė",95 benzinas,1.69,2026-04-20
Valdegra,Marijampolės sav.,"Prienų g.7, Igliaukos k.",95 benzinas,1.739,2026-04-20
Alauša,Utenos r. sav.,"Palijoniškio g. 1, Utena",Dyzelinas,1.999,2026-04-20
Alauša,Visagino sav.,"Kosmoso g. 3, Visaginas",Dyzelinas,1.959,2026-04-20
Alauša,Kauno m. sav.,"Palemono g. 171, Kaunas",Dyzelinas,1.989,2026-04-20
Alauša,Vilniaus m. sav.,"Kalvarijų g. 204G, Vilnius",Dyzelinas,1.989,2026-04-20
Alauša,Vilniaus m. sav.,"Kirtimų g. 23A, Vilnius",Dyzelinas,1.984,2026-04-20
Alauša,Vilniaus m. sav.,"Pelesos g. 1/2, Vilnius",Dyzelinas,1.999,2026-04-20
Alauša,Ukmergės r. sav.,"Kauno g. 37, Ukmergė",Dyzelinas,1.944,2026-04-20
Alauša,Utenos r. sav.,"Plento g. 17, Daugailiai",Dyzelinas,1.999,2026-04-20
Alauša,Anykščių r. sav.,Bajorų k.,Dyzelinas,2.079,2026-04-20
Alauša,Šiaulių r. sav.,"Plento g. 2B, Kairiai",Dyzelinas,2.049,2026-04-20
Alauša,Vilniaus m. sav.,"Vilniaus g. 8, Grigiškės",Dyzelinas,1.999,2026-04-20
Alauša,Marijampolės sav.,"Plytinės g. 2, Puskelnių k.",Dyzelinas,1.984,2026-04-20
Alauša,Marijampolės sav.,"Stoties g. 49, Marijampolė",Dyzelinas,1.984,2026-04-20
Alauša,Širvintų r. sav.,"Paširvio g. 1, Paširvinčio k.",Dyzelinas,1.954,2026-04-20
Alauša,Šakių r. sav.,"Šakių g. 51, Kudirkos Naumiestis",Dyzelinas,2.044,2026-04-20
Alauša,Šalčininkų r. sav.,"Skraičionių g. 1, Skraičionių k.",Dyzelinas,1.999,2026-04-20
Alauša,Kalvarijos sav.,"Europos g. 17, Salaperaugio k.",Dyzelinas,2.049,2026-04-20
Alauša,Ignalinos r. sav.,"Švenčionių g. 29A, Ignalina",Dyzelinas,2.049,2026-04-20
Alauša,Vilniaus m. sav.,"Šiaurės g. 39, Vilnius",Dyzelinas,2.049,2026-04-20
Alauša,Marijampolės sav.,"Sporto g. 50A, Marijampolė",Dyzelinas,1.984,2026-04-20
Alauša,Utenos r. sav.,"J. Basanavičiaus g. 1C, Utena",Dyzelinas,1.974,2026-04-20
Alauša,Vilniaus m. sav.,"Šv. Stepono g. 44, Vilnius",Dyzelinas,1.959,2026-04-20
Alauša,Vilniaus m. sav.,"Buivydiškių g. 5, Vilnius",Dyzelinas,1.999,2026-04-20
Alauša,Alytaus r. sav.,"Santaikos g. 2A, Santaikos k.",Dyzelinas,2.034,2026-04-20
Alauša,Vilniaus m. sav.,"Laisvės pr. 125A, Vilnius",Dyzelinas,1.999,2026-04-20
Alauša,Rokiškio r. sav.,"Dariaus ir Girėno g. 36, Obeliai",Dyzelinas,2.033,2026-04-20
Alauša,Anykščių r. sav.,"A. Vienuolio g. 32A, Anykščiai",Dyzelinas,1.969,2026-04-20
Apsaga,Šiaulių m. sav.,"Vilniaus g.16, Šiauliai",Dyzelinas,2.089,2026-04-20
Apsaga,Šiaulių m. sav.,"Pramonės g. 3A, Šiauliai",Dyzelinas,2.069,2026-04-20
Apsaga,Šiaulių m. sav.,"Pramonės g. 28, Šiauliai",Dyzelinas,2.089,2026-04-20
Apsaga,Šiaulių m. sav.,"Nuklono g. 4, Šiauliai",Dyzelinas,2.069,2026-04-20
Apsaga,Šiaulių m. sav.,"Tilžės g. 223, Šiauliai",Dyzelinas,2.069,2026-04-20
Apsaga,Šiaulių m. sav.,"V. Bielskio g. 47A, Šiauliai",Dyzelinas,2.06,2026-04-20
Apsaga,Radviliškio r. sav.,"Šiaulių g.12, Radviliškis",Dyzelinas,2.095,2026-04-20
Apsaga,Radviliškio r. sav.,"Beržų g. 19, Baisogalos k.",Dyzelinas,2.105,2026-04-20
Apsaga,Joniškio r. sav.,Radikių k.,Dyzelinas,2.049,2026-04-20
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Antakalnio g. 128",Dyzelinas,2.029,2026-04-20
Baltic Petroleum,Jonavos r. sav.,"Gudžionių k., Plento g. 24",Dyzelinas,2.039,2026-04-20
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Gerosios Vilties g. 33",Dyzelinas,2.049,2026-04-20
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Savanorių pr. 121",Dyzelinas,1.979,2026-04-20
Baltic Petroleum,Kauno m. sav.,"Kaunas, Raudondvario pl. 82",Dyzelinas,1.989,2026-04-20
Baltic Petroleum,Kauno m. sav.,"Kaunas, Jonavos g. 60A",Dyzelinas,1.969,2026-04-20
Baltic Petroleum,Kauno r. sav.,Jaučiakių k.,Dyzelinas,2.079,2026-04-20
Baltic Petroleum,Klaipėdos m. sav.,"Klaipėda, Šilutės pl. 1",Dyzelinas,1.929,2026-04-20
Baltic Petroleum,Palangos m. sav.,"Palanga, Klaipėdos pl. 44",Dyzelinas,2.069,2026-04-20
Baltic Petroleum,Šilutės r. sav.,"Šilutė, Klaipėdos g. 4A",Dyzelinas,2.009,2026-04-20
Baltic Petroleum,Neringos sav.,"Neringa, Nidos-Smiltynės pl. 6",Dyzelinas,2.129,2026-04-20
Baltic Petroleum,Alytaus m. sav.,"Alytus, Santaikos g. 33",Dyzelinas,1.989,2026-04-20
Baltic Petroleum,Druskininkų sav.,"Druskininkai, Gardino g. 79",Dyzelinas,2.109,2026-04-20
Baltic Petroleum,Lazdijų r. sav.,"Lazdijai, Turistų g. 88",Dyzelinas,2.019,2026-04-20
Baltic Petroleum,Telšių r. sav.,"Telšiai, Šiaulių pl. 12",Dyzelinas,2.049,2026-04-20
Baltic Petroleum,Joniškio r. sav.,"Joniškis, Vilniaus g. 72",Dyzelinas,2.009,2026-04-20
Baltic Petroleum,Radviliškio r. sav.,"Radviliškis, Miško g. 64",Dyzelinas,2.029,2026-04-20
Baltic Petroleum,Panevėžio m. sav.,"Panevėžys, Velžio kelias 74",Dyzelinas,1.979,2026-04-20
Baltic Petroleum,Utenos r. sav.,"Utena, Basanavičiaus g. 1B",Dyzelinas,1.979,2026-04-20
Baltic Petroleum,Raseinių r. sav.,"Raseiniai, Vilniaus g. 30",Dyzelinas,1.999,2026-04-20
Baltic Petroleum,Jurbarko r. sav.,"Jurbarkas, Muitinės g. 22A",Dyzelinas,2.04,2026-04-20
Baltic Petroleum,Prienų r. sav.,"Prienai, Vilniaus g. 3A",Dyzelinas,1.999,2026-04-20
Baltic Petroleum,Kėdainių r. sav.,"Kėdainiai, J. Basanavičiaus g. 95B",Dyzelinas,2.039,2026-04-20
