imone,savivaldybe,adresas,tipas,kaina,data
Jozita,Šilutės r. sav.,"Traksėdžių k., Klaipėdos. 1",95 benzinas,1.65,2026-04-20
Jozita,Plungės r. sav.,"Varkaliai, Žemaičių g. 2A",95 benzinas,1.65,2026-04-20
Jozita,Tauragės r. sav.,"Papušynės k, Šilalės g. 105",95 benzinas,1.65,2026-04-20
Jozita,Panevėžio m. sav.,"Panevėžys, S. Kerbedžio g. 7F",95 benzinas,1.65,2026-04-20
Eniris,Prienų r. sav.,"Alytaus pl. 2, Mardosų k.",95 benzinas,1.69,2026-04-20
Eniris,Jurbarko r. sav.,"Tauragės g. 29, Rimšų k.",95 benzinas,1.75,2026-04-20
Eniris,Kelmės r. sav.,"Puttvinskio g. 29, Kelmė",95 benzinas,1.709,2026-04-20
Eniris,Kretingos r. sav.,"Tiekėjų g. 34a, Kretinga",95 benzinas,1.74,2026-04-20
Eniris,Šilalės r. sav.,"Paršežerio g.1, Vabalų k.",95 benzinas,1.73,2026-04-20
Eniris,Pagėgių sav.,"Klaipėdos g. 6b, Pagėgiai",95 benzinas,1.75,2026-04-20
Eniris,Plungės r. sav.,"Dariaus ir Girėno g. 31, Plungė",95 benzinas,1.76,2026-04-20
Eniris,Telšių r. sav.,"Telšių g. 2 b, Rainių k.",95 benzinas,1.73,2026-04-20
Eniris,Raseinių r. sav.,"Jurbarko g. 34, Raseiniai",95 benzinas,1.69,2026-04-20
Eniris,Kretingos r. sav.,"Platelių g. 1 a, Laivių k.",95 benzinas,1.76,2026-04-20
Eniris,Tauragės r. sav.,"Adakavo g. 1, Skaudvilė",95 benzinas,1.75,2026-04-20
Eniris,Šilalės r. sav.,"Rytinio Kelio g. 2a, Šilalė",95 benzinas,1.7,2026-04-20
Eniris,Telšių r. sav.,"Mažeikių g. 1, Telšiai",95 benzinas,1.72,2026-04-20
Eniris,Šilutės r. sav.,"Klaipėdos g. 76, Žemaičių Naumiestis",95 benzinas,1.75,2026-04-20
Eniris,Plungės r. sav.,"Minijos g. 1, Aleksandravo k.",95 benzinas,1.77,2026-04-20
Eniris,Akmenės r. sav.,"Plento g.2, Ventos m.",95 benzinas,1.729,2026-04-20
Eniris,Kaišiadorių r. sav.,"Bačkonių k., Pastrėvio g. 1A,",95 benzinas,1.699,2026-04-20
Eniris,Mažeikių r. sav.,"Laižuvos g. 82 d, Mažeikiai,",95 benzinas,1.689,2026-04-20
Eniris,Skuodo r. sav.,"Skuodo g. 7, Stripinių k.",95 benzinas,1.729,2026-04-20
Eniris,Lazdijų r. sav.,"Alytaus g. 59, Krosnos k.",95 benzinas,1.719,2026-04-20
Eniris,Kelmės r. sav.,"Žemaitės g. 52, Užventis",95 benzinas,1.71,2026-04-20
Eniris,Kėdainių r. sav.,Ruoščių k. 1,95 benzinas,1.703,2026-04-20
Eniris,Akmenės r. sav.,Skabeikių k. 4,95 benzinas,1.729,2026-04-20
Eniris,Vilniaus r. sav.,Kalnuotės 1 k.,95 benzinas,1.639,2026-04-20
Eniris,Telšių r. sav.,"Beržų g. 24/Drąsiųjų 7, Tryškiai",95 benzinas,1.72,2026-04-20
Naftrus,Raseinių r. sav.,"Šilo g. 1, Ylių k.",95 benzinas,1.71,2026-04-20
Naftrus,Raseinių r. sav.,"Pievų g. 17, Slabados k.",95 benzinas,1.68,2026-04-20
Naftrus,Pakruojo r. sav.,"Topolių g. 1, Degučių k.",95 benzinas,1.65,2026-04-20
Naftrus,Raseinių r. sav.,"Vilniaus g. 3B, Raseiniai",95 benzinas,1.66,2026-04-20
Narjanta,Kupiškio r. sav.,"Kikonių g. 10, Aleksandrijos k.",95 benzinas,1.789,2026-04-20
Narjanta,Anykščių r. sav.,"Pumpučių g. 25, Pumpučiai",95 benzinas,1.799,2026-04-20
Narjanta,Anykščių r. sav.,Sausalaukės k. 2,95 benzinas,1.769,2026-04-20
Narjanta,Anykščių r. sav.,"Vilniaus g. 32, Troškūnai",95 benzinas,1.749,2026-04-20
Narjanta,Biržų r. sav.,"S. Nėries g. 35, Vabalninkas",95 benzinas,1.759,2026-04-20
Narjanta,Kupiškio r. sav.,Dvariškių vs. 2,95 benzinas,1.749,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Servečės g. 2, Vilnius",95 benzinas,1.669,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Ukmergės g. 296, Vilnius",95 benzinas,1.674,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Talino g. 2C, Vilnius",95 benzinas,1.669,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Erfurto g. 41, Vilnius",95 benzinas,1.674,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Geležinio Vilko g. 63, Vilnius",95 benzinas,1.659,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"S. Stanevičiaus g. 3, Vilnius",95 benzinas,1.654,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Žirmūnų g. 68B, Vilnius",95 benzinas,1.664,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Rygos g. 2, Vilnius",95 benzinas,1.674,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Savanorių pr. 220A, Vilnius",95 benzinas,1.659,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Parodų g. 1A, Vilnius",95 benzinas,1.694,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Kauno g. 26, Vilnius",95 benzinas,1.699,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Savanorių pr. 187, Vilnius",95 benzinas,1.659,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Kedrų g. 2, Vilnius",95 benzinas,1.719,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Molėtų pl. 8, Vilnius",95 benzinas,1.649,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"P. Lukšio g. 22, Vilnius",95 benzinas,1.654,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Žirmūnų g. 54C, Vilnius",95 benzinas,1.664,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Subačiaus g. 64, Vilnius",95 benzinas,1.679,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Dariaus ir Girėno g. 17, Vilnius",95 benzinas,1.694,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Architektų g. 130, Vilnius",95 benzinas,1.689,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Justiniškių g. 14B, Vilnius",95 benzinas,1.674,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Geležinio Vilko g. 37A, Vilnius",95 benzinas,1.679,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Pilaitės pr. 27, Vilnius",95 benzinas,1.649,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Žirnių g. 17, Vilnius",95 benzinas,1.659,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"J. Tiškevičiaus g. 19, Vilnius",95 benzinas,1.699,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Eišiškių pl. 82, Vilnius",95 benzinas,1.684,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Gariūnų g. 55, Vilnius",95 benzinas,1.674,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Panerių g. 42, Vilnius",95 benzinas,1.689,2026-04-20
Neste Lietuva,Vilniaus m. sav.,"Geležinio Vilko g. 41, Vilnius",95 benzinas,1.679,2026-04-20
Neste Lietuva,Kauno m. sav.,"Pramonės pr. 6A, Kaunas",95 benzinas,1.674,2026-04-20
Neste Lietuva,Kauno m. sav.,"Jonavos g. 110, Kaunas",95 benzinas,1.664,2026-04-20
Neste Lietuva,Kauno m. sav.,"Veiverių g. 132D, Kaunas",95 benzinas,1.724,2026-04-20
Neste Lietuva,Kauno m. sav.,"Žemaičių pl. 26, Kaunas",95 benzinas,1.669,2026-04-20
Neste Lietuva,Kauno m. sav.,"R. Kalantos g. 27, Kaunas",95 benzinas,1.679,2026-04-20
Neste Lietuva,Kauno m. sav.,"Ateities pl. 50B, Kaunas",95 benzinas,1.659,2026-04-20
Neste Lietuva,Kauno m. sav.,"Taikos pr. 80A, Kaunas",95 benzinas,1.659,2026-04-20
Neste Lietuva,Kauno m. sav.,"Birželio 23-iosios g. 23A, Kaunas",95 benzinas,1.689,2026-04-20
Neste Lietuva,Kauno m. sav.,"Islandijos pl. 191E, Kaunas",95 benzinas,1.684,2026-04-20
Neste Lietuva,Kauno m. sav.,"Raudondvario pl. 103, Kaunas",95 benzinas,1.674,2026-04-20
Neste Lietuva,Kauno m. sav.,"Kuršių g. 1, Kaunas",95 benzinas,1.679,2026-04-20
Neste Lietuva,Kauno r. sav.,"Vijoklių g. 1C, Ramučių k.",95 benzinas,1.689,2026-04-20
Neste Lietuva,Kauno m. sav.,"Tunelio g. 26, Kaunas",95 benzinas,1.679,2026-04-20
Neste Lietuva,Kauno r. sav.,"Vakarų g. 14, Kumpių k.",95 benzinas,1.714,2026-04-20
Neste Lietuva,Kauno m. sav.,"Savanorių pr. 441C, Kaunas",95 benzinas,1.689,2026-04-20
Neste Lietuva,Kauno m. sav.,"Vakarinis aplinkkelis 18, Kaunas",95 benzinas,1.669,2026-04-20
Neste Lietuva,Kauno m. sav.,"Europos pr. 43, Kaunas",95 benzinas,1.699,2026-04-20
Neste Lietuva,Klaipėdos m. sav.,"Plieno g. 1, Klaipėda",95 benzinas,1.639,2026-04-20
Neste Lietuva,Klaipėdos m. sav.,"Šilutės pl. 30, Klaipėda",95 benzinas,1.629,2026-04-20
Neste Lietuva,Klaipėdos m. sav.,"Taikos pr. 60, Klaipėda",95 benzinas,1.634,2026-04-20
Neste Lietuva,Klaipėdos m. sav.,"Minijos g. 119, Klaipėda",95 benzinas,1.644,2026-04-20
Neste Lietuva,Klaipėdos m. sav.,"Artojo g. 2, Klaipėda",95 benzinas,1.619,2026-04-20
Neste Lietuva,Klaipėdos m. sav.,"Smiltelės g. 17, Klaipėda",95 benzinas,1.639,2026-04-20
Neste Lietuva,Klaipėdos m. sav.,"Šilutės pl. 5C, Klaipėda",95 benzinas,1.609,2026-04-20
Neste Lietuva,Klaipėdos r. sav.,"Vilniaus pl. 9, Jakų k.",95 benzinas,1.649,2026-04-20
Neste Lietuva,Klaipėdos r. sav.,"Sendvario g. 2, Sudmantų k.",95 benzinas,1.664,2026-04-20
Neste Lietuva,Šiaulių m. sav.,"Gegužių g. 28, Šiauliai",95 benzinas,1.669,2026-04-20
Neste Lietuva,Šiaulių m. sav.,"Tilžės g. 72, Šiauliai",95 benzinas,1.669,2026-04-20
Neste Lietuva,Šiaulių m. sav.,"Dubijos g. 18A, Šiauliai",95 benzinas,1.659,2026-04-20
Neste Lietuva,Panevėžio m. sav.,"Klaipėdos g. 81, Panevėžys",95 benzinas,1.649,2026-04-20
Neste Lietuva,Panevėžio m. sav.,"Ramygalos g. 145B, Panevėžys",95 benzinas,1.659,2026-04-20
Neste Lietuva,Panevėžio m. sav.,"Klaipėdos g. 66,  Panevėžys",95 benzinas,1.654,2026-04-20
Neste Lietuva,Pasvalio r. sav.,"Ąžuolpamūšio g. 1A, Raubonių k..",95 benzinas,1.669,2026-04-20
Neste Lietuva,Panevėžio m. sav.,"Margirio g. 1B, Panevėžys",95 benzinas,1.649,2026-04-20
Neste Lietuva,Panevėžio m. sav.,"Klaipėdos g. 144B, Panevėžys",95 benzinas,1.649,2026-04-20
Neste Lietuva,Panevėžio r. sav.,"Panevėžio aplinkl. 7, Šilagalio k.",95 benzinas,1.679,2026-04-20
Neste Lietuva,Panevėžio r. sav.,"Panevėžio aplinkl. 22, Šilagalio k.",95 benzinas,1.664,2026-04-20
Neste Lietuva,Alytaus m. sav.,"Santaikos g. 34A, Alytus",95 benzinas,1.659,2026-04-20
Neste Lietuva,Alytaus m. sav.,"Ūdrijos g. 31, Alytus",95 benzinas,1.674,2026-04-20
Neste Lietuva,Marijampolės sav.,"Stoties g. 4C, Marijampolė",95 benzinas,1.644,2026-04-20
Neste Lietuva,Marijampolės sav.,"Vilkaviškio g. 61D, Marijampolė",95 benzinas,1.639,2026-04-20
Neste Lietuva,Kalvarijos sav.,"Europos g. 1, Salaperaugio k.",95 benzinas,1.674,2026-04-20
Neste Lietuva,Mažeikių r. sav.,"M. Daukšos g. 29, Mažeikiai",95 benzinas,1.659,2026-04-20
Neste Lietuva,Šilalės r. sav.,"Katyčių k., Šilalės r.",95 benzinas,1.669,2026-04-20
Neste Lietuva,Kėdainių r. sav.,"J. Basanavičiaus g. 91E, Kėdainiai",95 benzinas,1.669,2026-04-20
Neste Lietuva,Ukmergės r. sav.,"Kauno g. 45B, Ukmergė",95 benzinas,1.649,2026-04-20
Neste Lietuva,Utenos r. sav.,"J. Basanavičiaus g. 129, Utena",95 benzinas,1.674,2026-04-20
Neste Lietuva,Utenos r. sav.,"Kupiškio g. 12, Utena",95 benzinas,1.664,2026-04-20
Neste Lietuva,Molėtų r. sav.,"Aplinkkelio g. 165, Molėtai",95 benzinas,1.649,2026-04-20
Neste Lietuva,Švenčionių r. sav.,"Vilniaus g. 94, Pabradė",95 benzinas,1.689,2026-04-20
Neste Lietuva,Jonavos r. sav.,"Plento g. 7, Gudžionių k.",95 benzinas,1.689,2026-04-20
Neste Lietuva,Radviliškio r. sav.,"Versmės g. 2, Radviliškis",95 benzinas,1.679,2026-04-20
Neste Lietuva,Raseinių r. sav.,"Pušyno g. 11, Ylių k.",95 benzinas,1.689,2026-04-20
Neste Lietuva,Tauragės r. sav.,"Dariaus ir Girėno g. 130A, Tauragė",95 benzinas,1.639,2026-04-20
Neste Lietuva,Elektrėnų sav.,"Sabališkių g. 1U, Elektrėnai",95 benzinas,1.689,2026-04-20
Neste Lietuva,Telšių r. sav.,"Šiaulių pl. 1A, Gaudikaičių k.",95 benzinas,1.699,2026-04-20
Orlen,Alytaus m. sav.,"Kauno g. 73, Alytus",95 benzinas,1.689,2026-04-20
Orlen,Elektrėnų sav.,"​Žilvičių g. 1 A, Kakliniškių k.",95 benzinas,1.729,2026-04-20
Orlen,Prienų r. sav.,"Alytaus g. 2, ​Verbyliškių k.",95 benzinas,1.719,2026-04-20
Orlen,Kaišiadorių r. sav.,Žiežmarių k.,95 benzinas,1.729,2026-04-20
Orlen,Kauno r. sav.,Biruliškių k.,95 benzinas,1.699,2026-04-20
Orlen,Kauno r. sav.,"Beržų g. 2N, Ringaudai",95 benzinas,1.699,2026-04-20
Orlen,Kauno m. sav.,"Kalvarijos g. 138, Kaunas",95 benzinas,1.699,2026-04-20
Orlen,Kauno m. sav.,"Pramonės pr. 37, Kaunas",95 benzinas,1.699,2026-04-20
Orlen,Kauno m. sav.,"Varnių g. 50, Kaunas",95 benzinas,1.699,2026-04-20
Orlen,Kauno m. sav.,"Veiverių g. 148 B, Kaunas",95 benzinas,1.719,2026-04-20
Orlen,Klaipėdos m. sav.,"Minijos g. 44, Klaipėda",95 benzinas,1.689,2026-04-20
Orlen,Klaipėdos m. sav.,"Šilutės pl. 26 A, Klaipėda",95 benzinas,1.669,2026-04-20
Orlen,Klaipėdos m. sav.,"Šilutės pl. 94, Klaipėda",95 benzinas,1.689,2026-04-20
Orlen,Klaipėdos r. sav.,"Vilniaus pl. 13, Jakų k.",95 benzinas,1.739,2026-04-20
Orlen,Raseinių r. sav.,Pikelių k. 6,95 benzinas,1.799,2026-04-20
Orlen,Raseinių r. sav.,Pikelių k. 8,95 benzinas,1.799,2026-04-20
Orlen,Marijampolės sav.,Aleksandravo k.,95 benzinas,1.669,2026-04-20
Orlen,Mažeikių r. sav.,"​Skuodo g. 14, Mažeikiai",95 benzinas,1.679,2026-04-20
Orlen,Mažeikių r. sav.,"Žemaitijos g. 42, Mažeikiai",95 benzinas,1.679,2026-04-20
Orlen,Kretingos r. sav.,Vilimiškės k.,95 benzinas,1.769,2026-04-20
Orlen,Panevėžio m. sav.,"Klaipėdos g. 162 D, Panevėžys",95 benzinas,1.699,2026-04-20
Orlen,Panevėžio m. sav.,"Senamiesčio g. 115, Panevėžys",95 benzinas,1.689,2026-04-20
Orlen,Panevėžio r. sav.,"Šiaulių g. 50, Nausodės k.",95 benzinas,1.719,2026-04-20
Orlen,Šiaulių m. sav.,"Serbentų g. 82, Šiauliai",95 benzinas,1.699,2026-04-20
Orlen,Tauragės r. sav.,"Gedimino g. 46, Tauragė",95 benzinas,1.689,2026-04-20
Orlen,Telšių r. sav.,"​Plungės g. 33 D, Telšiai",95 benzinas,1.689,2026-04-20
Orlen,Vilniaus m. sav.,"Juodasis kl. 32, Vilnius",95 benzinas,1.719,2026-04-20
Orlen,Vilniaus m. sav.,"O. ​Milašiaus g. 31, Vilnius",95 benzinas,1.718,2026-04-20
Orlen,Vilniaus m. sav.,"Ukmergės g. 319, Vilnius",95 benzinas,1.719,2026-04-20
Orlen,Vilniaus m. sav.,"Žirmūnų g. 1T, Vilnius",95 benzinas,1.699,2026-04-20
Tomega,Druskininkų sav.,"Gardino g. 98, Druskininkai",95 benzinas,1.7,2026-04-20
Tomega,Šalčininkų r. sav.,Tartoko k.,95 benzinas,1.799,2026-04-20
Tomega,Šalčininkų r. sav.,Dumblės k.,95 benzinas,1.809,2026-04-20
Trevena,Klaipėdos r. sav.,"Kretingos pl. 1, Gargždai",95 benzinas,1.69,2026-04-20
Trevena,Klaipėdos r. sav.,"Klaipėdos g. 39, Gargždai",95 benzinas,1.66,2026-04-20
Trevena,Šilutės r. sav.,"Tilžės g. 21, Saugų k.",95 benzinas,1.69,2026-04-20
Trevena,Klaipėdos r. sav.,"Šv. Kristoforo g. 4, Dituvos k.",95 benzinas,1.66,2026-04-20
Trevena,Rietavo sav.,"Lėgų k. 1, Rietavas",95 benzinas,1.69,2026-04-20
Trevena,Kretingos r. sav.,"Laisvės g. 15, Darbėnai",95 benzinas,1.75,2026-04-20
Trevena,Kretingos r. sav.,"Vilniaus g. 29B, Kretinga",95 benzinas,1.75,2026-04-20
Trevena,Klaipėdos r. sav.,"Veiviržėnų g. 29, Pyktiškės k.",95 benzinas,1.69,2026-04-20
Trevena,Šilutės r. sav.,"Liepų g. 4, Žemaitkiemio k.",95 benzinas,1.69,2026-04-20
Trevena,Rietavo sav.,"Kvėdarnos g. 2, Vatušių k.",95 benzinas,1.69,2026-04-20
Trevena,Klaipėdos m. sav.,"Kretingos g. 28A, Klaipėda",95 benzinas,1.66,2026-04-20
Trevena,Klaipėdos m. sav.,"Minijos g. 152A, Klaipėda",95 benzinas,1.66,2026-04-20
Viada,Alytaus r. sav.,"Daugų k., Neveiglo g. 25",95 benzinas,1.769,2026-04-20
Viada,Alytaus m. sav.,"Alytus, Naujoji g. 27",95 benzinas,1.749,2026-04-20
Viada,Alytaus m. sav.,"Alytus, Ulonų g. 33B",95 benzinas,1.749,2026-04-20
Viada,Anykščių r. sav.,"Anykščiai, A. Vienuolio g. 34",95 benzinas,1.699,2026-04-20
Viada,Anykščių r. sav.,"Anykščiai, Piliakalnio g. 9",95 benzinas,1.699,2026-04-20
Viada,Biržų r. sav.,"Biržai, Parodos g. 2",95 benzinas,1.739,2026-04-20
Viada,Biržų r. sav.,"Biržai, Pasvalio g. 1B",95 benzinas,1.739,2026-04-20
Viada,Elektrėnų sav.,"Elektrėnai, Elektrinės g. 6",95 benzinas,1.749,2026-04-20
Viada,Ignalinos r. sav.,"Ignalina, Turistų g. 28A",95 benzinas,1.769,2026-04-20
Viada,Jonavos r. sav.,"Jonava, Darbininkų g. 4D",95 benzinas,1.749,2026-04-20
Viada,Joniškio r. sav.,"Joniškis, Vilniaus g. 51",95 benzinas,1.769,2026-04-20
Viada,Kaišiadorių r. sav.,"Kaišiadorys, Gedimino g. 135",95 benzinas,1.769,2026-04-20
Viada,Kalvarijos sav.,"Kalvarija, Dariaus ir Girėno g. 81",95 benzinas,1.769,2026-04-20
Viada,Kalvarijos sav.,"Pelucmurgių k., Muitinės g. 35",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, A. Juozapavičiaus pr. 90",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Ateities pl. 105",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Ateities pl. 37A",95 benzinas,1.729,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Baltijos g. 90B",95 benzinas,1.699,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Biruliškių g. 18A",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Didžioji g. 84",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Islandijos pl. 61A",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, K. Baršausko g. 64",95 benzinas,1.749,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Karaliaus Mindaugo pr. 54",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Marijampolės pl. 29",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Miežėnų g. 18",95 benzinas,1.699,2026-04-20
Viada,Kauno m. sav.,"Kaunas, P. Lukšio g. 66A",95 benzinas,1.759,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Pramonės pr. 44",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Raudondvario pl. 288",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Statybininkų g. 3A",95 benzinas,1.759,2026-04-20
Viada,Kauno m. sav.,"Kaunas, T. Masiulio g. 22B",95 benzinas,1.749,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Veiverių g. 117",95 benzinas,1.769,2026-04-20
Viada,Kauno m. sav.,"Kaunas, Veiverių g. 124B",95 benzinas,1.769,2026-04-20
Viada,Kauno r. sav.,"Giraitės k., Automagistralės g. 4",95 benzinas,1.769,2026-04-20
Viada,Kauno r. sav.,"Ilgakiemio k., Prienų g. 22",95 benzinas,1.769,2026-04-20
Viada,Kauno r. sav.,"Kampiškių k., Baltijos g. 41",95 benzinas,1.769,2026-04-20
Viada,Kauno r. sav.,"Kumpių k., Verslo g. 13A",95 benzinas,1.769,2026-04-20
Viada,Kauno r. sav.,Margavos k.,95 benzinas,1.769,2026-04-20
Viada,Kauno r. sav.,"Zapyškis, Vytauto g. 20A",95 benzinas,1.769,2026-04-20
Viada,Kazlų Rūdos sav.,Ąžuolų Būdos k.,95 benzinas,1.769,2026-04-20
Viada,Kėdainių r. sav.,"Dotnuva, Tilto g. 2A",95 benzinas,1.769,2026-04-20
Viada,Kėdainių r. sav.,"Gudžiūnų k., Baisogalos g. 5",95 benzinas,1.769,2026-04-20
Viada,Klaipėdos m. sav.,"Klaipėda, Liepojos g. 242",95 benzinas,1.699,2026-04-20
Viada,Klaipėdos m. sav.,"Klaipėda, Nemuno g. 139",95 benzinas,1.689,2026-04-20
Viada,Klaipėdos m. sav.,"Klaipėda, Priestočio g. 28",95 benzinas,1.689,2026-04-20
Viada,Klaipėdos m. sav.,"Klaipėda, Šilutės pl. 52",95 benzinas,1.699,2026-04-20
Viada,Klaipėdos m. sav.,"Klaipėda, Taikos pr. 70A-1",95 benzinas,1.689,2026-04-20
Viada,Klaipėdos r. sav.,"Gargždai, Vilniaus pl. 65",95 benzinas,1.769,2026-04-20
Viada,Klaipėdos r. sav.,"Kretingalė, Klaipėdos g. 1A",95 benzinas,1.769,2026-04-20
Viada,Klaipėdos r. sav.,"Sudmantų k., Vilniaus pl. 6",95 benzinas,1.769,2026-04-20
Viada,Kretingos r. sav.,"Kretinga, Vytauto g. 163",95 benzinas,1.769,2026-04-20
Viada,Kretingos r. sav.,Kretingsodžio k.,95 benzinas,1.769,2026-04-20
Viada,Kupiškio r. sav.,Kerelių k. 1A,95 benzinas,1.769,2026-04-20
Viada,Kupiškio r. sav.,"Kupiškis, Pergalės g. 15",95 benzinas,1.769,2026-04-20
Viada,Lazdijų r. sav.,"Lazdijai, Turistų g. 32",95 benzinas,1.729,2026-04-20
Viada,Marijampolės sav.,"Marijampolė, Geležinkelio g. 5",95 benzinas,1.689,2026-04-20
Viada,Marijampolės sav.,"Marijampolė, J. Ambrazevičiaus-Brazaičio g. 2",95 benzinas,1.689,2026-04-20
Viada,Mažeikių r. sav.,"Mažeikiai, Montuotojų g. 2A",95 benzinas,1.689,2026-04-20
Viada,Mažeikių r. sav.,"Mažeikiai, Žemaitijos g. 75",95 benzinas,1.689,2026-04-20
Viada,Molėtų r. sav.,"Molėtai, Vilniaus g. 101",95 benzinas,1.699,2026-04-20
Viada,Molėtų r. sav.,"Gojaus k., Utenos g. 16",95 benzinas,1.699,2026-04-20
Viada,Pakruojo r. sav.,"Pakruojis, Vytauto Didžiojo g. 98",95 benzinas,1.739,2026-04-20
Viada,Panevėžio r. sav.,"Krekenava, Tilto g. 35",95 benzinas,1.769,2026-04-20
Viada,Panevėžio r. sav.,"Ramygala, Vienkiemio g. 1B",95 benzinas,1.769,2026-04-20
Viada,Panevėžio r. sav.,"Šilagalio k., Panevėžio aplinkl. 5",95 benzinas,1.699,2026-04-20
Viada,Panevėžio r. sav.,"Tičkūnų k., Tičkūnų g. 31",95 benzinas,1.719,2026-04-20
Viada,Panevėžio m. sav.,"Panevėžys, J. Janonio g. 28A",95 benzinas,1.719,2026-04-20
Viada,Panevėžio m. sav.,"Panevėžys, Navadolio g. 31",95 benzinas,1.719,2026-04-20
Viada,Panevėžio m. sav.,"Panevėžys, Pušaloto g. 193A",95 benzinas,1.719,2026-04-20
Viada,Panevėžio m. sav.,"Panevėžys, Ramygalos g. 155",95 benzinas,1.719,2026-04-20
Viada,Panevėžio m. sav.,"Panevėžys, Ramygalos g. 186G",95 benzinas,1.719,2026-04-20
Viada,Panevėžio m. sav.,"Panevėžys, Senamiesčio g. 116A",95 benzinas,1.719,2026-04-20
Viada,Panevėžio m. sav.,"Panevėžys, Venslaviškio g. 16",95 benzinas,1.719,2026-04-20
Viada,Pasvalio r. sav.,Brazdigalos k. 1,95 benzinas,1.769,2026-04-20
Viada,Pasvalio r. sav.,"Pasvalys, Vilniaus g. 50",95 benzinas,1.739,2026-04-20
Viada,Plungės r. sav.,"Plungė, J. Tumo-Vaižganto g. 102",95 benzinas,1.769,2026-04-20
Viada,Plungės r. sav.,"Plungė, Žaltakalnio g. 10",95 benzinas,1.769,2026-04-20
Viada,Prienų r. sav.,Grigaliūnų k. 11,95 benzinas,1.769,2026-04-20
Viada,Prienų r. sav.,"Mačiūnų k., Kauno pl. 40",95 benzinas,1.769,2026-04-20
Viada,Raseinių r. sav.,Vejukų k. 5,95 benzinas,1.769,2026-04-20
Viada,Rokiškio r. sav.,"Rokiškis, Panevėžio g. 5",95 benzinas,1.769,2026-04-20
Viada,Rokiškio r. sav.,"Rokiškis, Žemaitės g. 2C",95 benzinas,1.769,2026-04-20
Viada,Skuodo r. sav.,"Skuodas, Vilniaus g. 50",95 benzinas,1.769,2026-04-20
Viada,Šalčininkų r. sav.,"Jašiūnai, Lydos g. 13",95 benzinas,1.769,2026-04-20
Viada,Šiaulių m. sav.,"Šiauliai, Dubijos g. 1C",95 benzinas,1.699,2026-04-20
Viada,Šiaulių m. sav.,"Šiauliai, Gegužių g. 26",95 benzinas,1.719,2026-04-20
Viada,Šiaulių m. sav.,"Šiauliai, J. Basanavičiaus g. 122A",95 benzinas,1.719,2026-04-20
Viada,Šiaulių m. sav.,"Šiauliai, Tilžės g. 274",95 benzinas,1.719,2026-04-20
Viada,Šiaulių m. sav.,"Šiauliai, Užmiesčio g. 2",95 benzinas,1.729,2026-04-20
Viada,Šiaulių r. sav.,"Aukštelkės k., Ilgoji g. 1",95 benzinas,1.769,2026-04-20
Viada,Šiaulių r. sav.,"Kuršėnai, Vilniaus g. 38A",95 benzinas,1.769,2026-04-20
