imone,savivaldybe,adresas,tipas,kaina,data
Viada,Vilniaus m. sav.,"Vilnius, Ozo g. 12",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Pilaitės pr. 13",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Pilaitės pr. 28",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Saltoniškių g. 12",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Sodų g. 22",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Verkių g. 52",95 benzinas,1.849,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Vilkpėdės g. 2",95 benzinas,1.889,2026-04-08
Viada,Visagino sav.,"Visaginas, Statybininkų g. 1",95 benzinas,1.889,2026-04-08
Viada,Visagino sav.,"Visaginas, Taikos pr. 23B",95 benzinas,1.889,2026-04-08
Viada,Zarasų r. sav.,Juodalaukių k. 2,95 benzinas,1.889,2026-04-08
Autograndas,Visagino sav.,Taikos pr. 48,95 benzinas,1.687,2026-04-08
Nostrada,Kalvarijos sav.,Kazlavo km. 4 Kalvarijos sav.,95 benzinas,1.85,2026-04-08
Skulas,Alytaus r. sav.,"Simnas, Alytaus g. 48",95 benzinas,1.76,2026-04-08
Skulas,Alytaus r. sav.,"Likiškėlių k., Kalninės g. 5",95 benzinas,1.75,2026-04-08
Skulas,Kauno m. sav.,"Kaunas, Ašigalio g. 1 A",95 benzinas,1.769,2026-04-08
Skulas,Kauno m. sav.,"Kaunas, Marvelės g. 106 D",95 benzinas,1.769,2026-04-08
Skulas,Kauno r. sav.,"Virbališkių k., Verslo g. 2",95 benzinas,1.76,2026-04-08
Skulas,Pasvalio r. sav.,"Pasvalys, Mūšos g. 2 E",95 benzinas,1.73,2026-04-08
Skulas,Vilniaus m. sav.,"Vilnius, J.Kazlausko g. 34",95 benzinas,1.759,2026-04-08
Deliuvis,Panevėžio m. sav.,"Pušaloto g. 140, Panevėžys",95 benzinas,1.759,2026-04-08
Deliuvis,Panevėžio m. sav.,"G.Petkevičaitės-Bitės 35C, Panevėžys",95 benzinas,1.759,2026-04-08
Deliuvis,Panevėžio m. sav.,"S.Kerbedžio 2, Panevėžys",95 benzinas,1.759,2026-04-08
Velseka,Kupiškio r. sav.,"Panevėžio g. 5, Kupiškis",95 benzinas,1.759,2026-04-08
Pakelės namai,Pasvalio r. sav.,"Liepų g. 4, Škilinpamūšio k.",95 benzinas,1.85,2026-04-08
Pakelės namai,Pasvalio r. sav.,"Pasienio g. 10, Škilinpamūšio k,",95 benzinas,1.85,2026-04-08
Tumasa,Mažeikių r. sav.,"Židikai, Mažeikiu g. 10",95 benzinas,1.79,2026-04-08
Madalva,Tauragės r. sav.,"Žygaičių k., Žygaičių g.2",95 benzinas,1.64,2026-04-08
Boost Petrol,Šiaulių r. sav.,"Ginkūnų k., Aušros g. 26",95 benzinas,1.759,2026-04-08
Boost Petrol,Kelmės r. sav.,"Kęstučio g. 1B, Kelmė",95 benzinas,1.759,2026-04-08
Boost Petrol,Kelmės r. sav.,"Kuršukų k., Plento g. 1",95 benzinas,1.799,2026-04-08
Boost Petrol,Kauno m. sav.,"Marvelės g. 132, Kaunas",95 benzinas,1.799,2026-04-08
Boost Petrol,Elektrėnų sav.,Dubijos g. 36,95 benzinas,1.839,2026-04-08
Boost Petrol,Molėtų r. sav.,Smėlinkos k.,95 benzinas,1.72,2026-04-08
Boost Petrol,Utenos r. sav.,"Zarasų g. 9, Utena",95 benzinas,1.729,2026-04-08
Boost Petrol,Kelmės r. sav.,"Maironių k., Kuršių g. 2",95 benzinas,1.72,2026-04-08
Stateta,Marijampolės sav.,Kantališkių k.,95 benzinas,1.739,2026-04-08
Stateta,Vilniaus m. sav.,"Ukmergės g. 246, Vilnius",95 benzinas,1.739,2026-04-08
Stateta,Alytaus r. sav.,Alytaus k.,95 benzinas,1.739,2026-04-08
Stateta,Alytaus r. sav.,"Kauno g.1, Miklusėnai",95 benzinas,1.739,2026-04-08
Stateta,Alytaus r. sav.,Kaniukų k.,95 benzinas,1.739,2026-04-08
Stateta,Prienų r. sav.,Gustaičių k.,95 benzinas,1.739,2026-04-08
Stateta,Kauno r. sav.,"Erdvės g. 78, Ramučių k.",95 benzinas,1.739,2026-04-08
Stateta,Panevėžio r. sav.,"Žemdirbių g. 15, Paliūniškio k.",95 benzinas,1.739,2026-04-08
Stateta,Kupiškio r. sav.,"Panevėžio g. 9, Kupiškis",95 benzinas,1.739,2026-04-08
Stateta,Kalvarijos sav.,"Turgaus g. 4, Kreivukė",95 benzinas,1.739,2026-04-08
Stateta,Klaipėdos m. sav.,"Minijos g. 90, Klaipėda",95 benzinas,1.739,2026-04-08
Stateta,Utenos r. sav.,"Palangos g. 66, Utena",95 benzinas,1.739,2026-04-08
Apsaga,Šiaulių m. sav.,"Vilniaus g.16, Šiauliai",Dyzelinas,2.289,2026-04-08
Apsaga,Šiaulių m. sav.,"Pramonės g. 3A, Šiauliai",Dyzelinas,2.289,2026-04-08
Apsaga,Šiaulių m. sav.,"Pramonės g. 28, Šiauliai",Dyzelinas,2.289,2026-04-08
Apsaga,Šiaulių m. sav.,"Nuklono g. 4, Šiauliai",Dyzelinas,2.289,2026-04-08
Apsaga,Šiaulių m. sav.,"Tilžės g. 223, Šiauliai",Dyzelinas,2.289,2026-04-08
Apsaga,Šiaulių m. sav.,"V. Bielskio g. 47A, Šiauliai",Dyzelinas,2.28,2026-04-08
Apsaga,Radviliškio r. sav.,"Beržų g. 19, Baisogalos k.",Dyzelinas,2.275,2026-04-08
Apsaga,Joniškio r. sav.,Radikių k.,Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Alytaus m. sav.,"Alytus, Santaikos g. 33",Dyzelinas,2.269,2026-04-08
Baltic Petroleum,Anykščių r. sav.,"Anykščiai, Mindaugo g. 23",Dyzelinas,2.199,2026-04-08
Baltic Petroleum,Biržų r. sav.,Valantiškio k.,Dyzelinas,2.269,2026-04-08
Baltic Petroleum,Druskininkų sav.,"Druskininkai, Gardino g. 79",Dyzelinas,2.349,2026-04-08
Baltic Petroleum,Druskininkų sav.,"Druskininkai, Leipalingio g. 26",Dyzelinas,2.349,2026-04-08
Baltic Petroleum,Druskininkų sav.,"Leipalingis, Merkinės g. 37",Dyzelinas,2.349,2026-04-08
Baltic Petroleum,Jonavos r. sav.,"Spanėnų k., Plento g. 46",Dyzelinas,2.339,2026-04-08
Baltic Petroleum,Jonavos r. sav.,"Šilų sen., Gudžionių k., Plento g. 24",Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Jurbarko r. sav.,"Jurbarkas, Muitinės g. 22A",Dyzelinas,2.27,2026-04-08
Baltic Petroleum,Kaišiadorių r. sav.,"Triliškių k., Kauno pl. 5",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Kauno m. sav.,"Kaunas, Chemijos g. 6",Dyzelinas,2.229,2026-04-08
Baltic Petroleum,Kauno m. sav.,"Kaunas, Jonavos g. 60A",Dyzelinas,2.199,2026-04-08
Baltic Petroleum,Kauno m. sav.,"Kaunas, Minkovskių g. 132",Dyzelinas,2.229,2026-04-08
Baltic Petroleum,Kauno m. sav.,"Kaunas, Raudondvario pl. 82",Dyzelinas,2.259,2026-04-08
Baltic Petroleum,Kauno m. sav.,"Kaunas, Taikos pr. 120",Dyzelinas,2.169,2026-04-08
Baltic Petroleum,Kauno m. sav.,"Kaunas, Vaidoto g. 153",Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Kauno r. sav.,"Pagirių k., Marijampolės g. 1",Dyzelinas,2.229,2026-04-08
Baltic Petroleum,Kauno r. sav.,Jaučiakių k.,Dyzelinas,2.309,2026-04-08
Baltic Petroleum,Klaipėdos m. sav.,"Klaipėda, Liepų g. 79A",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Klaipėdos m. sav.,"Klaipėda, Šilutės pl. 1",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Kėdainių r. sav.,"Kėdainiai, J. Basanavičiaus g. 95B",Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Lazdijų r. sav.,"Lazdijai, Turistų g. 88",Dyzelinas,2.189,2026-04-08
Baltic Petroleum,Marijampolės sav.,"Marijampolė, P. Armino g. 69",Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Marijampolės sav.,"Marijampolė, Vasaros g. 15",Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Marijampolės sav.,Pietarių k. Kauno g. 164,Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Marijampolės sav.,Pasiekų k.,Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Mažeikių r. sav.,"Mažeikiai, M. Daukšos g. 17",Dyzelinas,2.279,2026-04-08
Baltic Petroleum,Mažeikių r. sav.,"Užežerės k., Gardenio g. 39",Dyzelinas,2.279,2026-04-08
Baltic Petroleum,Molėtų r. sav.,"Molėtai, Vilniaus g.104",Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Akmenės r. sav.,"N. Akmenė, V. Kudirkos g. 21A",Dyzelinas,2.24,2026-04-08
Baltic Petroleum,Neringos sav.,"Neringa, Nidos-Smiltynės pl. 6",Dyzelinas,2.369,2026-04-08
Baltic Petroleum,Pakruojo r. sav.,"Pakruojis, Statybininkų g. 28",Dyzelinas,2.199,2026-04-08
Baltic Petroleum,Palangos sav.,"Palanga, Ganyklų g. 28C",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Palangos sav.,"Palanga, Klaipėdos pl. 44",Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Panevėžio m. sav.,"Panevėžys, Smėlynės g. 169",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Panevėžio m. sav.,"Panevėžys, Velžio kelias 74",Dyzelinas,2.269,2026-04-08
Baltic Petroleum,Pasvalio r. sav.,"Aukštikalnio k., Mūšos g. 19",Dyzelinas,2.19,2026-04-08
Baltic Petroleum,Plungės r. sav.,"Plateliai,  Ž. Kalvarijos g. 1A",Dyzelinas,2.299,2026-04-08
Baltic Petroleum,Klaipėdos r. sav.,"Priekulė, Klaipėdos g. 61",Dyzelinas,2.3,2026-04-08
Baltic Petroleum,Prienų r. sav.,"Prienai, Vilniaus g. 3A",Dyzelinas,2.259,2026-04-08
Baltic Petroleum,Prienų r. sav.,Veiverių k.,Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Radviliškio r. sav.,Užuovėjos k.,Dyzelinas,2.209,2026-04-08
Baltic Petroleum,Radviliškio r. sav.,"Radviliškis, Miško g. 64",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Radviliškio r. sav.,"Radviliškis, Šiaulių g. 1A",Dyzelinas,2.229,2026-04-08
Baltic Petroleum,Raseinių r. sav.,"Raseiniai, Vilniaus g. 30",Dyzelinas,2.219,2026-04-08
Baltic Petroleum,Raseinių r. sav.,Kalnujų k. 1,Dyzelinas,2.269,2026-04-08
Baltic Petroleum,Rokiškio r. sav.,"Pandėlio k., Elektrinės g. 1",Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Telšių r. sav.,"Telšiai, Šiaulių pl. 12",Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Telšių r. sav.,"Ožtakių k., Dariaus ir Girėno g. 77",Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Trakų r. sav.,"Trakai, Vilniaus g. 33",Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Ukmergės r. sav.,"Ukmergė, Kauno g. 49",Dyzelinas,2.279,2026-04-08
Baltic Petroleum,Utenos r. sav.,"Utena, Basanavičiaus g. 1B",Dyzelinas,2.269,2026-04-08
Baltic Petroleum,Varėnos r. sav.,"Varėna, Čiurlionio g. 63",Dyzelinas,2.349,2026-04-08
Baltic Petroleum,Varėnos r. sav.,"Merkinė, Vilniaus g. 87",Dyzelinas,2.349,2026-04-08
Baltic Petroleum,Varėnos r. sav.,"Senoji Varėna, Vilniaus g. 6A",Dyzelinas,2.349,2026-04-08
Baltic Petroleum,Vilniaus r. sav.,Vilkaraisčio k.,Dyzelinas,2.24,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Antakalnio g. 128",Dyzelinas,2.219,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Gerosios Vilties g. 33",Dyzelinas,2.329,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,Vilnius  Kalvarijų g. 161A,Dyzelinas,2.199,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Metalo g. 4B",Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Molėtų pl. 27A",Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Rinktinės g. 59",Dyzelinas,2.279,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, S. Batoro g. 15",Dyzelinas,2.229,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Savanorių pr. 121",Dyzelinas,2.199,2026-04-08
Baltic Petroleum,Šakių r. sav.,"Šakiai, Sodų g. 1",Dyzelinas,2.269,2026-04-08
Baltic Petroleum,Šalčininkų r. sav.,"Šalčininkai, Vilniaus g. 5A",Dyzelinas,2.349,2026-04-08
Baltic Petroleum,Šilalės r. sav.,"Šilalė, Rytinio Kelio g. 2",Dyzelinas,2.189,2026-04-08
Baltic Petroleum,Šilutės r. sav.,"Šilutė, Klaipėdos g. 4A",Dyzelinas,2.219,2026-04-08
Baltic Petroleum,Širvintų r. sav.,"Širvintos, Musninkų g. 21",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Rietavo sav.,"Rietavas, Dariaus ir Girėno g. 19",Dyzelinas,2.22,2026-04-08
Baltic Petroleum,Jonavos r. sav.,"Jonava, Žemaitės g. 1",Dyzelinas,2.359,2026-04-08
Baltic Petroleum,Vilniaus r. sav.,Užubalių k. Senasis Ukmergės kelias 4,Dyzelinas,2.269,2026-04-08
Baltic Petroleum,Šakių r. sav.,Griškabūdis,Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Brazdžionio g. 2",Dyzelinas,2.219,2026-04-08
Baltic Petroleum,Alytaus r. sav.,Likiškėlių k.,Dyzelinas,2.229,2026-04-08
Baltic Petroleum,Šiaulių m. sav.,"Šiauliai, Kupiškio g. 4",Dyzelinas,2.189,2026-04-08
Baltic Petroleum,Joniškio r. sav.,"Joniškis, Vilniaus g. 72",Dyzelinas,2.109,2026-04-08
Baltic Petroleum,Vilniaus r. sav.,"Grigaičiai, Pavilnės g.",Dyzelinas,2.199,2026-04-08
Baltic Petroleum,Kauno r. sav.,"Ringaudų k., Gėlių g. 1A",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Zarasų r. sav.,"Sarakiškių k., Vytauto g. 61",Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,Visalaukio g. 2,Dyzelinas,2.239,2026-04-08
Baltic Petroleum,Klaipėdos m. sav.,"Klaipėda, Tilžės g. 90",Dyzelinas,2.229,2026-04-08
Baltic Petroleum,Jurbarko r. sav.,"Klišių k., Pievų g. 2",Dyzelinas,2.26,2026-04-08
Baltic Petroleum,Kupiškio r. sav.,"Noriūnų k., Parko g. 3A",Dyzelinas,2.179,2026-04-08
Baltic Petroleum,Zarasų r. sav.,"Padustėlis, V. Striogos g. 4A",Dyzelinas,2.289,2026-04-08
Baltic Petroleum,Tauragės r. sav.,"Taurų k., Tilžės pl. 36",Dyzelinas,2.229,2026-04-08
Baltic Petroleum,Skuodo r. sav.,"Skuodas, Vytauto g. 22",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Raseinių r. sav.,"Girkalnio k., Žemaičių g. 39",Dyzelinas,2.219,2026-04-08
Baltic Petroleum,Šilalės r. sav.,Bučių k.,Dyzelinas,2.26,2026-04-08
Baltic Petroleum,Mažeikių r. sav.,"Tirkšliai, Laukų g. 10",Dyzelinas,2.279,2026-04-08
Baltic Petroleum,Vilniaus m. sav.,"Vilnius, Zujūnų g. 2A",Dyzelinas,2.249,2026-04-08
Baltic Petroleum,Klaipėdos r. sav.,"Gargždai, Dariaus ir Girėno g. 10",Dyzelinas,2.229,2026-04-08
Circle K,Vilniaus m. sav.,"Geležinio Vilko g. 2A, Vilnius",Dyzelinas,2.359,2026-04-08
Circle K,Vilniaus m. sav.,"Baltupio g. 10, Vilnius",Dyzelinas,2.349,2026-04-08
Circle K,Vilniaus m. sav.,"A. P. Kavoliuko g. 32A, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus m. sav.,"Sporto g. 16A, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus m. sav.,"Ukmergės g. 231, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus m. sav.,"Kareivių g. 13, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus m. sav.,"A. Goštauto g. 13, Vilnius",Dyzelinas,2.389,2026-04-08
Circle K,Vilniaus m. sav.,"Laisvės pr. 43C, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus m. sav.,"J. Tiškevičiaus g. 24, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus m. sav.,"Eišiškių pl. 11, Vilnius",Dyzelinas,2.359,2026-04-08
Circle K,Kauno m. sav.,"Pramonės pr. 18, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Kauno r. sav.,"Baltijos g. 1, Mastaičių k.",Dyzelinas,2.369,2026-04-08
Circle K,Kauno m. sav.,"Raudondvario pl. 107A, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus r. sav.,"Sudervės g. 2G, Avižienių k.",Dyzelinas,2.359,2026-04-08
Circle K,Kauno m. sav.,"R. Kalantos g. 159, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Alytaus m. sav.,"Naujoji g. 120, Alytus",Dyzelinas,2.309,2026-04-08
Circle K,Kauno m. sav.,"Savanorių pr. 321, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Kauno m. sav.,"Veiverių g. 49A, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Šiaulių m. sav.,"Dubijos g. 20A, Šiauliai",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus m. sav.,"Talino g. 2B, Vilnius",Dyzelinas,2.374,2026-04-08
Circle K,Šiaulių m. sav.,"Pramonės g. 17a, Šiauliai",Dyzelinas,2.359,2026-04-08
Circle K,Elektrėnų sav.,"Sabališkių g. 1F, Elektrėnai",Dyzelinas,2.369,2026-04-08
Circle K,Utenos r. sav.,"J. Basanavičiaus g. 108a, Utena",Dyzelinas,2.349,2026-04-08
Circle K,Panevėžio r. sav.,"Baltijos Kelio g. 33, Ūtos k.",Dyzelinas,2.369,2026-04-08
Circle K,Palangos sav.,"Kretingos g. 56, Palanga",Dyzelinas,2.379,2026-04-08
Circle K,Šiaulių r. sav.,"Plento g. 1, Kuršėnai",Dyzelinas,2.359,2026-04-08
Circle K,Klaipėdos m. sav.,"Minijos g. 90, Klaipėda",Dyzelinas,2.369,2026-04-08
Circle K,Klaipėdos m. sav.,"Taikos pr. 61B, Klaipėda",Dyzelinas,2.369,2026-04-08
Circle K,Klaipėdos m. sav.,"H. Manto g. 96, Klaipėda",Dyzelinas,2.369,2026-04-08
Circle K,Marijampolės sav.,"Kauno g. 130, Marijampolė",Dyzelinas,2.369,2026-04-08
Circle K,Alytaus m. sav.,"Rūtų g. 2B, Alytus",Dyzelinas,2.349,2026-04-08
Circle K,Druskininkų sav.,"M. K. Čiurlionio g. 113, Druskininkai",Dyzelinas,2.369,2026-04-08
Circle K,Panevėžio m. sav.,"J. Basanavičiaus g. 63, Panevėžys",Dyzelinas,2.349,2026-04-08
Circle K,Panevėžio m. sav.,"Parko g. 7A, Panevėžys",Dyzelinas,2.359,2026-04-08
Circle K,Marijampolės sav.,"Jono Dailidės g. 10, Marijampolė",Dyzelinas,2.339,2026-04-08
Circle K,Kėdainių r. sav.,"J. Basanavičiaus g. 40a, Kėdainiai",Dyzelinas,2.369,2026-04-08
Circle K,Ukmergės r. sav.,"Ežero g. 7, Kurėnų k.",Dyzelinas,2.369,2026-04-08
Circle K,Telšių r. sav.,"Luokės g. 70, Telšiai",Dyzelinas,2.349,2026-04-08
Circle K,Šilutės r. sav.,"Cintjoniškių g. 15, Šilutė",Dyzelinas,2.349,2026-04-08
Circle K,Varėnos r. sav.,"Savanorių g. 5, Varėna",Dyzelinas,2.359,2026-04-08
Circle K,Mažeikių r. sav.,"Žemaitijos g. 57, Mažeikiai",Dyzelinas,2.369,2026-04-08
Circle K,Joniškio r. sav.,"Sidabros g. 2A, Satkūnų k.",Dyzelinas,2.359,2026-04-08
Circle K,Rokiškio r. sav.,"Respublikos g. 111A, Rokiškis",Dyzelinas,2.359,2026-04-08
Circle K,Jonavos r. sav.,"Vasario 16-osios g. 33, Jonava",Dyzelinas,2.359,2026-04-08
Circle K,Vilniaus m. sav.,"Geležinio Vilko g. 39, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Kretingos r. sav.,"Klaipėdos g. 155, Kretinga",Dyzelinas,2.359,2026-04-08
Circle K,Vilniaus m. sav.,"Prūsų g. 26 A, Vilnius",Dyzelinas,2.379,2026-04-08
Circle K,Radviliškio r. sav.,"Gedimino g. 42B, Radviliškis",Dyzelinas,2.359,2026-04-08
Circle K,Tauragės r. sav.,"Gedimino g. 47, Tauragė",Dyzelinas,2.369,2026-04-08
Circle K,Panevėžio r. sav.,"Panevėžio aplinkl. 20, Šilagalio k.",Dyzelinas,2.349,2026-04-08
Circle K,Kauno m. sav.,"Vakarinis aplinkkelis 10, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Kauno m. sav.,"Žemaičių pl. 19, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Šilalės r. sav.,"Dvaro g. 3, Košių II k.",Dyzelinas,2.359,2026-04-08
Circle K,Klaipėdos r. sav.,"Vilniaus pl. 21, Jakų k.",Dyzelinas,2.359,2026-04-08
Circle K,Vilniaus m. sav.,"Geležinio Vilko g. 24, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Kauno m. sav.,"Taikos pr. 52A, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Biržų r. sav.,"Kilučių g. 93, Biržai",Dyzelinas,2.299,2026-04-08
Circle K,Kauno m. sav.,"Briedžių takas 6B, Kaunas",Dyzelinas,2.359,2026-04-08
Circle K,Kauno m. sav.,"Islandijos pl. 61C, Kaunas",Dyzelinas,2.359,2026-04-08
Circle K,Kauno m. sav.,"Karaliaus Mindaugo pr. 34A, Kaunas",Dyzelinas,2.389,2026-04-08
Circle K,Trakų r. sav.,"Didžiulio g. 5, Dėdeliškių k.",Dyzelinas,2.369,2026-04-08
Circle K,Utenos r. sav.,"J. Basanavičiaus g. 3, Utena",Dyzelinas,2.344,2026-04-08
Circle K,Lazdijų r. sav.,Nekrūnų k. 1,Dyzelinas,2.299,2026-04-08
Circle K,Vilkaviškio r. sav.,"Vilkaviškio g. 10, Serdokų k.",Dyzelinas,2.249,2026-04-08
Circle K,Klaipėdos m. sav.,"Taikos pr. 112A, Klaipėda",Dyzelinas,2.359,2026-04-08
Circle K,Klaipėdos m. sav.,"Vilniaus pl. 1A, Klaipėda",Dyzelinas,2.359,2026-04-08
Circle K,Raseinių r. sav.,Pikelių k. 1,Dyzelinas,2.359,2026-04-08
Circle K,Kalvarijos sav.,"Europos g. 13a, Salaperaugio k.",Dyzelinas,2.369,2026-04-08
Circle K,Kalvarijos sav.,"Muitinės g. 5B, Brazavo k.",Dyzelinas,2.369,2026-04-08
Circle K,Šiaulių m. sav.,"Vilniaus g. 62, Šiauliai",Dyzelinas,2.339,2026-04-08
Circle K,Kauno m. sav.,"R. Kalantos g. 68, Kaunas",Dyzelinas,2.339,2026-04-08
Circle K,Kauno m. sav.,"Varnių g. 46, Kaunas",Dyzelinas,2.349,2026-04-08
Circle K,Vilniaus m. sav.,"Oslo g. 12, Vilnius",Dyzelinas,2.359,2026-04-08
Circle K,Tauragės r. sav.,"Dariaus ir Girėno g. 83A, Tauragė",Dyzelinas,2.319,2026-04-08
Circle K,Kauno m. sav.,"Islandijos pl. 32, Kaunas",Dyzelinas,2.379,2026-04-08
Circle K,Vilniaus m. sav.,"Savanorių pr. 118, Vilnius",Dyzelinas,2.359,2026-04-08
Circle K,Vilniaus m. sav.,"P. Žadeikos g. 1a, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus m. sav.,"Savanorių pr. 119A, Vilnius",Dyzelinas,2.359,2026-04-08
Circle K,Vilniaus m. sav.,"Kareivių g. 3, Vilnius",Dyzelinas,2.339,2026-04-08
Circle K,Vilniaus m. sav.,"Geležinio Vilko g. 4, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Vilniaus m. sav.,"Gariūnų g. 45, Vilnius",Dyzelinas,2.369,2026-04-08
Circle K,Kauno m. sav.,"Savanorių pr. 404B, Kaunas",Dyzelinas,2.354,2026-04-08
Circle K,Kauno m. sav.,"Tvirtovės alėja 33a, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Kauno m. sav.,"Sukilėlių pr. 120, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Kauno m. sav.,"K. Baršausko g. 57, Kaunas",Dyzelinas,2.349,2026-04-08
Circle K,Kauno m. sav.,"Jonavos g. 38, Kaunas",Dyzelinas,2.369,2026-04-08
Circle K,Šiaulių m. sav.,"Tilžės g. 25, Šiauliai",Dyzelinas,2.349,2026-04-08
Circle K,Klaipėdos m. sav.,"Tilžės g. 56A, Klaipėda",Dyzelinas,2.359,2026-04-08
Circle K,Klaipėdos m. sav.,"Jūrininkų pr. 31, Klaipėda",Dyzelinas,2.369,2026-04-08
Circle K,Klaipėdos m. sav.,"Sausio 15-osios g. 2, Klaipėda",Dyzelinas,2.379,2026-04-08
Circle K,Panevėžio m. sav.,"Klaipėdos g. 92A, Panevėžys",Dyzelinas,2.339,2026-04-08
Circle K,Vilniaus r. sav.,"Molėtų g. 15, Didžiosios Riešės k.",Dyzelinas,2.369,2026-04-08
Gelvybė,Šakių r. sav.,"V. Kudirkos g. 11D, Šakiai",Dyzelinas,2.269,2026-04-08
Gelvybė,Jurbarko r. sav.,"Muitinės g. 32, Jurbarkas",Dyzelinas,2.27,2026-04-08
Gelvybė,Jurbarko r. sav.,"Knygnešių g. 9, Jurbarkas",Dyzelinas,2.27,2026-04-08
Gelvybė,Kėdainių r. sav.,"Aristavos g. 4, Aristava",Dyzelinas,2.269,2026-04-08
Gelvybė,Šakių r. sav.,"Mozūriškiai, Mozūriškių 10",Dyzelinas,2.26,2026-04-08
Gelvybė,Šakių r. sav.,"Sūduvos g. 3, Kiduliai",Dyzelinas,2.27,2026-04-08
Gelvybė,Šakių r. sav.,"Kauno g. 50, Girėnai",Dyzelinas,2.269,2026-04-08
Gelvybė,Jurbarko r. sav.,"S. Šimkaus g. 69, Seredžius",Dyzelinas,2.27,2026-04-08
Gelvybė,Vilkaviškio r. sav.,"Marijampolės g. 8, Rūdos k.",Dyzelinas,2.249,2026-04-08
Gelvybė,Jurbarko r. sav.,"S. Daukanto g. 66, Jurbarkas",Dyzelinas,2.27,2026-04-08
Jozita,Šilalės r. sav.,"Šolių k., Pietinio Kelio g. 9",Dyzelinas,2.27,2026-04-08
Jozita,Vilniaus m. sav.,"Vilnius, Ukmergės g. 130",Dyzelinas,2.249,2026-04-08
Jozita,Vilniaus m. sav.,"Vilnius, Parko g. 64",Dyzelinas,2.27,2026-04-08
